id,title,description,image_link,video_link,duration,category,language,status_flag,new_comment,schedule,created_at,updated_at,deleted_at,keyword_old,keyword,extra_keyword_count,youtube_id,description_1,admin_id
223,ഓട്ടങ്ങൾ തമ്മിലുള്ള വ്യത്യാസം,"<p><span style=""font-size: 13.008px;"">ഓട്ടങ്ങൾ തമ്മിലുള്ള വ്യത്യാസം</span><br></p>",storie_image/0TbmI4a6UBN5VTJw2lKp6DsjojVaKubGzInCeaYa.jpg,761824515,05:54,"[""35"",""36""]",5,1,0,2022-10-19 20:00:00,2022-10-19 11:55:37,2023-08-24 10:47:07,,,"[""animal"", ""rabbit"", ""fox"", ""grandma story"", ""knowledge"", ""ml-70"", ""ml70"", ""70""]",0,QmsJabHv4nE,,
224,Who Is The Best?,A crow learns the importance of loving yourself for who you are,storie_image/pBUTEdyXfh1FMtGOnWBmIt1NAxDkZ2kJgZAq0hA2.jpg,761850300,08:00,"[""38""]",1,1,0,2022-10-19 20:00:00,2022-10-19 12:59:30,2023-05-25 05:38:06,,,"[""birds"", ""crow"", ""swan"", ""folktale"", ""who's the best"", ""who is the best"", ""en-07"", ""en-7"", ""en07"", ""en7"", ""07"", ""7""]",0,q_K_S9-wy_8,,
225,പട്ടത്തിന്റെ നിറം,"<p><span style=""font-size: 13.008px;"">പട്ടത്തിന്റെ നിറം</span><br></p>",storie_image/7VnNG1EVIiVHKO2kZ6OzQK24J71UHB3O3If2mxq0.jpg,762631348,05:54,"[""34"",""36""]",5,1,0,2022-10-21 20:00:00,2022-10-21 12:50:02,2023-08-29 14:47:16,,,"[""pattam"", ""kite"", ""Niram"", ""kite colour"", ""pattathinte niram"", ""colour"", ""color"", ""ml-71"", ""ml71"", ""71""]",0,MPDMXl_FtD0,,
226,സംസാരിക്കുന്ന ഗുഹ,"<p><span style=""font-size: 13.008px;"">സംസാരിക്കുന്ന ഗുഹ</span><br></p>",storie_image/EWFx6FKRuJCNOIs3dHEIqk61wWRczKAkX4Jh0ioC.jpg,762927258,11:56,"[""33"",""36""]",5,1,0,2022-10-23 20:00:00,2022-10-22 14:24:25,2023-08-29 14:47:57,,,"[""cave"", ""talking"", ""talking cave"", ""fairytale"", ""grandmastory"", ""guha"", ""samsaram"", ""ml-72"", ""ml72"", ""72""]",0,RsilMvA8QLc,,
227,അഹങ്കാരിയായ സൂര്യകാന്തി,"<p><span style=""font-size: 13.008px;"">അഹങ്കാരിയായ സൂര്യകാന്തി</span><br></p>",storie_image/5ee3kfDg2QMFRjErdYtA2XWWwuPmWUiAnu7bAZQQ.jpg,762930151,06:27,"[""33"",""36""]",5,1,0,2022-10-24 20:00:00,2022-10-22 14:34:29,2023-09-04 08:29:02,,,"[""ahangari"", ""sooryakanthi"", ""rose"", ""sunflower"", ""bee"", ""sun"", ""fairytale"", ""grandmastory"", ""ml-73"", ""ml73"", ""73""]",0,ZpAXKqSrFJE,,
228,తెలివైన పీత,"<p><span style=""font-size: 13.008px;"">తెలివైన పీత</span><br></p>",storie_image/lWonLRRQ3t6Y4E2kjVh1ShuorM6CvTEhBNB5qBWN.jpg,764572484,09:26,"[""40"",""41""]",13,1,0,2022-10-27 20:00:00,2022-10-27 14:00:53,2022-12-28 06:21:36,,,"[""పీత"", ""కొంగ"", ""టక్కరి"", ""తెలివి"", ""crab"", ""crane"", ""te-05"", ""te-5"", ""te05"", ""te5"", ""05"", ""5""]",0,P4O_wjcw3pU,,
229,കൂട്ടിലെ തത്ത,"<p><span style=""font-size: 13.008px;"">കൂട്ടിലെ തത്ത</span><br></p>",storie_image/g6QpGXEaKXaxUN2nllypGWcyXfk9vDd3xwHA6DmE.jpg,764997102,09:16,"[""32"",""34"",""35""]",5,1,0,2022-10-28 20:55:00,2022-10-28 15:24:50,2023-08-30 06:54:01,,,"[""parrot"", ""eagle"", ""bird"", ""folk"", ""fable"", ""ml-74"", ""ml74"", ""74""]",0,zO7D_uAl9d4,,
230,ఐకమత్యమే మహాబలం,"<p><span style=""font-size: 13.008px;"">ఐకమత్యమే మహాబలం</span><br></p>",storie_image/tUUxDtoqrUFUiXAUmMIJSJPyja1IR22B1UbZBLvq.jpg,765240511,06:06,"[""40"",""41""]",13,1,0,2022-10-29 20:00:00,2022-10-29 14:02:57,2022-12-28 06:19:36,,,"[""ఐకమత్యం"", ""బలం"", ""అన్నతమ్ములు"", ""నాన్న"", ""sticks"", ""bundle"", ""te-06"", ""te-6"", ""te06"", ""te6"", ""06"", ""6""]",0,7_n_Sqaz10k,,
231,తేనెటీగ కథ,"<p><span style=""font-size: 13.008px;"">తేనెటీగ కథ</span><br></p>",storie_image/iqOGkNWVAH8FaYrYVPqGys2nAJNRO1ClNay3G2tm.jpg,765708599,06:06,"[""Folktale - TELUGU"",""Grandma - TELUGU""]",13,1,0,2022-10-31 20:00:00,2022-10-31 13:58:57,2022-10-31 17:29:57,2022-10-31 17:29:57,,"[""తేనెటీగ"", ""మహారాణి తేనెటీగ"", ""తేనెపట్టు"", ""తేనె"", ""honeybee""]",0,,,
232,ബെന്നിന്റെ കുസൃതി,"<p><span style=""font-size: 13.008px;"">ബെന്നിന്റെ കുസൃതി</span><br></p>",storie_image/6RyyPAZemAVdWQ7r32PkjcJdeHfIpk1fKMRLUp9Q.jpg,765710749,07:37,"[""34"",""36""]",5,1,0,2022-10-31 20:00:00,2022-10-31 14:04:23,2023-08-30 06:57:31,,,"[""ben"", ""kusurti"", ""grandmastory"", ""folktale"", ""beninte"", ""ml-75"", ""ml75"", ""75""]",0,rB6K-8p9sYo,,
233,ദേവനന്തന്റെ ബുദ്ധി,"<p><span style=""font-size: 13.008px;"">ദേവനന്തന്റെ ബുദ്ധി</span><br></p>",storie_image/ldz6mQLIkXjyKo5VKUGmqtnbCvX0J9fm3qLX94io.jpg,766505867,07:12,"[""34"",""36""]",5,1,0,2022-11-02 20:02:00,2022-11-02 14:31:30,2023-08-30 07:04:10,,,"[""budhi"", ""devananthante budhi"", ""folk"", ""grandma"", ""story"", ""ml-76"", ""ml76"", ""76""]",0,4MC5ZMqIQZU,,
234,తేనెటీగ కథ,"<p><span style=""font-size: 13.008px;"">తేనెటీగ కథ</span><br></p>",storie_image/iEyPFM5i47HFqYI3yMWv6gN3NKZbaPPNn2a3Abk2.jpg,766888284,06:06,"[""40"",""41""]",13,1,0,2022-11-03 20:01:00,2022-11-03 13:21:34,2022-12-28 06:17:52,,,"[""తేనెటీగ"", ""మహారాణి తేనెటీగ"", ""తేనెపట్టు"", ""తేనె"", ""te07"", ""te7"", ""te-07"", ""te-7"", ""07"", ""7"", ""honey"", ""bee"", ""honeybee""]",0,FiS7QV37qmg,,
235,అహంకారి రోజా,"<p><span style=""font-size: 13.008px;"">అహంకారి రోజా</span><br></p>",storie_image/NSFXVwJFTnCmPCCrDoOi0Z01tZfx3kEWVHtE5Jvg.jpg,767589756,06:06,"[""40"",""41""]",13,1,0,2022-11-05 20:00:00,2022-11-05 13:09:10,2022-12-28 06:17:22,,,"[""రోజా"", ""చెట్టు"", ""అహంకార"", ""ఎండ"", ""వాన"", ""rose"", ""plant"", ""arrogant"", ""te-08"", ""te-8"", ""te08"", ""te8"", ""08"", ""8""]",0,vysI-ACFKDg,,
236,മൂന്ന് പന്നികുട്ടികൾ,"<p><span style=""font-size: 13.008px;"">മൂന്ന് പന്നികുട്ടികൾ</span><br></p>",storie_image/Ryd6suuoenNRgAG1Bnxnur8KT3xxPCYl6VpTwN7g.jpg,767788497,18:05,"[""35"",""36""]",5,1,0,2022-11-06 20:00:00,2022-11-06 13:37:58,2023-08-24 09:56:56,,,"[""moonu panikuttikal"", ""three"", ""piglets"", ""grandmastory"", ""animal"", ""pig"", ""panni"", ""pannikutti"", ""ml-77"", ""ml77"", ""77""]",0,78LhCVj7kIY,,
237,മാലാഖയുടെ ചിത്രം,"<p><span style=""font-size: 13.008px;"">മാലാഖയുടെ ചിത്രം&nbsp;</span><br></p>",storie_image/xnEQY6faqsvhImJvQmvVR1t6SzqWIZKYY8s3Aw5U.jpg,769879143,16:35,"[""33"",""36""]",5,1,0,2022-11-11 20:00:00,2022-11-11 14:05:59,2023-08-24 09:43:11,,,"[""malaka"", ""chithram"", ""angel"", ""picture"", ""fairytale"", ""grandmastory"", ""ml-78"", ""ml78"", ""78""]",0,n_cKP__yv5Q,,
238,The Blue Fox,"<h3><span style=""color: rgb(0, 0, 0); font-family: Arial; font-size: 13px; letter-spacing: normal; white-space: pre-wrap;"">The story is about an ordinary fox who fooled his jungle mates,but could not hide his real identity for a long time and learnt the biggest lesson of his life.</span></h3>",storie_image/vNFw7h0Ms2zNMSKnl19sMkltmaBB1XAP9NzEQKel.jpg,773707398,09:18,"[""38""]",1,1,0,2022-11-11 20:00:00,2022-11-11 14:14:19,2023-07-16 17:27:56,,,"[""blue"", ""fox"", ""brown"", ""fur"", ""colour"", ""village"", ""dogs"", """", ""jungle"", ""rock"", ""animal"", ""bluefox"", ""en-08"", ""en-8"", ""en08"", ""en8"", ""08"", ""8""]",0,vTszyeqvLwQ,,
239,The Little Red Hen,"<p><span style=""font-size: 13.008px;"">The Little Red Hen</span><br></p>",storie_image/2rh6yuLQ6ZqI41ieYNLejuQkmdx6ahdIaS84TTZa.jpg,770751907,17:13,"[""Folktale - ENG""]",1,0,0,2022-11-14 20:06:00,2022-11-14 14:34:58,2022-11-22 11:59:16,2022-11-22 11:59:16,,"[""little"", ""red"", ""hen"", ""animal"", ""folktale""]",0,gvlHgKwtgpw,,
240,മാലാഖയുടെ മാന്ത്രിക വടി,"<p><span style=""font-size: 13.008px;"">മാലാഖയുടെ മാന്ത്രിക വടി</span><br></p>",storie_image/AijBgpuXVMXG0V7YbIYh1kh6O9Qzi3Dq8fNS0MnC.jpg,770755860,06:56,"[""33"",""36""]",5,1,0,2022-11-14 20:16:00,2022-11-14 14:45:04,2023-08-15 16:53:52,,,"[""angel"", ""magic wand"", ""malakha"", ""manthrika vadi"", ""fairytale"", ""ml-79"", ""ml79"", ""79""]",0,gZYooRWwyUE,,
241,The Arrogant Rose,"<p><span style=""font-size: 13.008px;"">The Arrogant Rose</span><br></p>",storie_image/NYVhIywSoCGigjcekmymV2xbOgIme0IHy4VdK0He.jpg,771546738,07:02,"[""Folktale - ENG""]",1,0,0,2022-11-16 20:00:00,2022-11-16 12:39:52,2022-11-22 11:58:32,2022-11-22 11:58:32,,"[""thearrogantrose"", ""rose"", ""arrogant"", ""thorns"", ""sun""]",0,vPDgRAtAmkw,,
242,The Blue Raincoat,"<p><span style=""color: rgb(0, 0, 0); font-family: Arial; font-size: 13px; letter-spacing: normal; white-space: pre-wrap;"">Manu gets a new raincoat. He can't wait to wear it, but the rain makes him wait and wait and wait. And when the rain starts pouring, he forgets to wear the raincoat because of his excitement.</span><br></p>",storie_image/VepMP4JoXSEqaNifYvK3irPvv0j7rXku89Yb23Up.jpg,771553979,09:30,"[""38""]",1,1,0,2022-11-16 20:00:00,2022-11-16 12:50:16,2023-06-12 12:29:43,,,"[""blue"", ""raincoat"", ""blueraincoat"", ""blue raincoat"", ""coat"", ""en-09"", ""en-9"", ""en09"", ""en9"", ""09"", ""9""]",0,84XOAPZqDzk,,
243,The Little Red Hen,"<p>A hen living on a farm finds some wheat and decides to make bread with it. She asks the other farmyard animals to help her plant it, but they refuse...The story is meant to teach the children the importance of hardwork and personal initiative.</p>",storie_image/AkRl209FPWSit3qmu6wBJgYn49ny1wuPOLhNieRN.jpg,772775024,12:28,"[""38""]",1,1,0,2022-11-20 20:00:00,2022-11-19 13:42:24,2023-08-08 08:14:06,,,"[""little"", ""hen"", ""red"", ""dog"", ""cat"", ""pig"", ""farm"", ""en-04"", ""en-4"", ""en04"", ""en4"", ""04"", ""4"", ""wheat"", ""cut"", ""help"", ""bird""]",0,SDsEquIjEJ8,,
244,കുഞ്ഞിക്കുരുവിയും കൂട്ടുകാരും..,<p><br></p>,storie_image/k3Qao0BraY9LBoEK4c0jIiZ4bPOXdqIfMeYBFLzA.jpg,773287951,07:06,"[""36""]",5,1,0,2022-11-21 20:00:00,2022-11-21 12:12:11,2023-05-25 05:31:35,,,"[""Farmer"", ""sparrow"", ""bird"", ""banyan tree"", ""friends"", ""nest"", ""crops"", ""paddy"", ""insects"", ""bugs"", ""farm"", ""ml-80"", ""ml80"", ""80""]",0,vCnXqPMpoS8,കുഞ്ഞിക്കുരുവിയും കൂട്ടുകാരും..,
245,The Arrogant Rose Plant,"<p>Once there was a beautiful rose plant in the garden, who was very proud of her beauty. The story goes on about a brief description of how the rose plant learnt a lesson to be friend to others rather than being arrogant.&nbsp;</p>",storie_image/7nN5bJWsMuYX6tC2E48spSOPMnMTFxeJR295uRh0.jpg,773751134,07:20,"[""38""]",1,1,0,2022-11-22 20:00:00,2022-11-22 12:38:46,2023-08-15 16:57:20,,,"[""Rose"", ""plant"", ""garden"", ""red"", ""green"", ""beautiful"", ""flower"", ""raindrop"", ""sunshine"", ""arrogant"", ""en-10"", ""en10"", ""10""]",0,g0QbJdEcFlc,,
246,The Magical Porridge Pot,"<p>This story is about a sweet little girl named Rebecca. She and her mother lived in the woods. They were very poor and barely had food to eat. One day Rebecca went into the forest in search of food and met a kind witch who gifted her a magical porridge pot. The pot cooked food on chanting magic spell. They never had to sleep empty stomach. But Rebecca's mother forgot the magic spell. The porridge pot did not stop cooking and the porridge spill all over the&nbsp; village. since then her mother never forgot the magic spell.</p>",storie_image/LlnwEW9WLoC5HFgcgPdk6OAtWtTrkjjLRZDBEh3j.jpg,774717224,11:17,"[""38""]",1,1,0,2022-11-25 20:00:00,2022-11-24 13:23:54,2023-04-21 09:00:42,,,"[""porridge"", ""pot"", ""rebecca"", ""start"", ""stop"", ""magic"", ""spell"", ""mother"", ""witch"", ""village"", ""food"", ""cooking"", ""en-11"", ""en11"", ""11""]",0,_UD5PbsX55A,,
247,చీమ-మిడత కథ,"<p><span style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small; letter-spacing: normal;"">ఇది చీమ ఇంకా మిడత కథ ।మిడత బద్ధకం తో వచ్చే చలి కలం కోసం ఆహారం ఏమి దాచు కోదు &nbsp;।చలి కాలం లో ఆహారం &nbsp;లేక ఏమి చేయాలో తెలియక ముందుచూపు తో ఆహారం దాచుకున్న చీమ దగ్గర నుండి &nbsp;సహాయం &nbsp;పొందిన కథ.&nbsp;</span><br></p>",storie_image/vqijKCY6h4PbNKWwPsbh130WsJmdTSuIKsWQNkOl.jpg,775020262,05:20,"[""40""]",13,1,0,2022-11-25 20:00:00,2022-11-25 12:43:45,2023-08-30 06:24:39,,,"[""చీమ"", ""మిడత"", ""బద్దకం"", ""ఆహారం"", ""కష్టజీవి"", ""చలి కాలం"", ""సహాయం"", ""స్నేహం"", ""Ant"", ""Grasshopper"", ""food"", ""hunger"", ""winter"", ""snow"", ""insectshardworking"", ""winter"", ""lazy"", ""singing"", ""dancing"", ""anthill"", ""farm"", ""large tree"", ""te-09"", ""te-9"", ""te09"", ""te9"", ""09"", ""9""]",0,fMMHvJNZ2Do,,
248,കുട്ടിക്കഥകളുടെ പ്രാധാന്യം,"<p style=""line-height: 1.5;""><span style=""font-size: 12px; color:#ffffff"">Mr. Santhosh Sisupal, a Positive Psychologist, Health Journalist and an Author talks about the impact of storytelling in kids and how it influence and inspire the children in today's digital world. 'Fantasy is the key to exploration and creative thinking !'<br></span><span style=""font-size: 12px; color:#ffffff""> Through storytelling in Malayalam, english, hindi, tamil, telugu and kannada,&nbsp; ""lala"" helps parent bond with children, enhancing visualisation and imaginary skills and become your child's all time favourite storyteller.</span></p><p>



</p>",storie_image/bi9PHSEbrBOT5GorLCVGHWDPH2eRIq8bM0xsGw4k.jpg,775228902,18:21,"[""32"",""37""]",5,0,0,2022-11-26 20:00:00,2022-11-26 06:46:22,2023-01-21 09:27:39,,,"[""Power"", ""Storytelling"", ""Positive psychologist"", ""impact"", ""Lala"", ""influence"", ""inspire"", ""children"", ""exploration"", ""creative thinking"", ""malayalam"", ""english"", ""tamil"", ""hindi"", ""telugu"", ""kannada"", ""parent"", ""bond"", ""enhance"", ""imaginary skills"", ""favourite""]",0,CF8SWk1rUIM,,
249,സൂപ്പിക്ക് കിട്ടിയ സമ്മാനം,<p><br></p>,storie_image/wi6PHRQDRJwnTXJFosi43r56d2MyX3hIUILVC1EU.jpg,775292291,07:18,"[""36""]",5,1,0,2022-11-26 20:00:00,2022-11-26 13:52:55,2023-08-08 08:12:24,,,"[""സൂപ്പി"", ""നായക്കുട്ടി"", ""യജമാനൻ"", ""എല്ലിൻകഷ്ണം"", ""പപ്പി"", ""പശു"", ""ക്ടാവ്"", ""പൂച്ച"", ""കിണറ്"", ""കാക്ക"", ""ml-81"", ""ml81"", ""81""]",0,allTG6BsqIg,"സൂപ്പി എന്ന നായകുട്ടിക്കു യജമാനൻ കൊടുക്കുന്ന എല്ലിൻകഷ്ണം സൂപ്പി സൂക്ഷിച്ചു വെക്കുന്നു. പിന്നീട് അത് കാണാതാവുകയും, വിഷമത്തോടെ  അത് അന്വേഷിച്ചു നടക്കുന്ന സൂപ്പിക്ക് തന്റെ സുഹൃത്തിന്റെ പക്കൽ നിന്നും അത് തിരികെ കിട്ടുകയും ചെയ്യുന്നു.",
250,ഫാറ്റിയുടെ സ്വപ്നം,<p><br></p>,storie_image/vAmN6unTW373B9cOeBKhKdQcZ8vP5K4ScOT804gd.jpg,776086003,11:09,"[""36""]",5,1,0,2022-11-29 20:00:00,2022-11-29 12:09:31,2023-08-06 16:05:02,,,"[""Mammoth king"", ""big tree"", ""elephant"", ""dream"", ""ഫാറ്റി"", ""ആന"", ""മാമത്ത്"", ""സ്വപ്നം"", ""വലിയ മരം"", ""ഗുഹ"", ""അണ്ണാൻ"", ""എലഫന്റക്കാട്"", ""വൈറ്റ്ലാൻഡ്"", ""കാട്"", ""ml-82"", ""ml82"", ""82""]",0,lqUISjIF1sI,ഫാറ്റി എന്ന ആനക്കുട്ടൻ സ്വപ്നത്തിൽ മാമത്തുകളും മറ്റുമുള്ള പഴയകാലത്തിലേക്ക് യാത്ര നടത്തുന്ന കഥ.,
251,The Spider And Its Web,<p><br></p>,storie_image/ngp4W6hUEWcyGjDztPp3bjfn6txPaxxAW7ccA58U.jpg,776502119,10:51,"[""38""]",1,1,0,2022-11-30 20:00:00,2022-11-30 12:38:14,2023-03-31 01:15:07,,,"[""Spider"", ""Aagi"", ""Lucy"", ""insect"", ""web"", ""chameleon"", ""spin"", ""lazy"", ""hardwork"", ""song"", ""hard"", ""en-12"", ""en12"", ""12""]",0,b6gb7YZ2PeY,"This story is about spider Aagi, and it encounter with a chameleon who taught Aagi a lesson and importance of hardwork.",
252,The Snake And The Crane,<p><br></p>,storie_image/EqJRyBwJR2MeqgeA2G0Efpu1WnMiOuMBJyqSIU99.jpg,777320820,09:24,"[""38""]",1,1,0,2022-12-03 20:00:00,2022-12-03 07:36:59,2023-05-20 23:04:47,,,"[""crane"", ""snake"", ""mangoose"", ""eggs"", ""birds"", ""animal"", ""tree"", ""family"", ""hollow"", ""river"", ""crab"", ""friend"", ""enemy"", ""fish"", ""branch"", ""en13"", ""en-13"", ""13""]",0,7MTeMaTAfSc,"Once there lived a happy crane family, who was scared of a snake living in the tree.The crane thought of a wise plan and succeeded in saving themselves and their eggs from the snake.",
253,कैसे बने कौवे काले,<p><br></p>,storie_image/wocvMtpKT1KTtkafv69MVD1UnHutgzxHDvDqUEjW.jpg,777313458,08:27,"[""44""]",7,1,0,2022-12-03 20:00:00,2022-12-03 11:20:58,2023-06-12 12:17:44,,,"[""crows"", ""white"", ""black"", ""owl"", ""colour"", ""peacock"", ""sky"", ""pretty"", ""colourful"", ""morning"", ""magician"", ""blind"", ""hn01"", ""hn-01"", ""01"", ""birds"", ""dance"", ""feathers"", ""kauva"", ""kaala"", ""mor"", ""saphed"", ""sundar"", ""rangbhirange"", ""ullu"", ""naach"", ""pakshi"", ""jaadugar""]",0,UodB_ezIu70,काले कौवे किसी ज़माने में सफेद हुआ करते थे। फिर ऐसा क्या हुआ की हो गया कौवों का रंग परिवर्तन?,
254,The Yellow Butterfly,<p><br></p>,storie_image/wv2p5NmD9LQPLr90dA29K75OfCV8R1ZmnUbIFA1A.jpg,778031997,09:15,"[""38""]",1,1,0,2022-12-05 20:00:00,2022-12-05 11:48:54,2023-06-05 06:03:13,,,"[""yellow"", ""butterfly"", ""garden"", ""flowers"", ""beautiful"", ""Rohan"", ""grandparents"", ""summer"", ""vacation"", ""insect"", ""spider"", ""web"", ""pond"", ""water"", ""lotus"", ""boy"", ""en-14"", ""en14"", ""14""]",0,YdUJkTEiYD4,"This story is about a beautiful yellow butterfly, and its young admirer, Rohan. Rohan wanted to capture the butterfly, but at the end, he was the one who saved it from being attacked by a spider.",
255,అందమైన  అవని,<p><br></p>,storie_image/AMBXTTlB2QZ2V7cTVMUwbfO1bwRHxe8jtqokCxCX.jpg,778043844,06:25,"[""40""]",13,1,0,2022-12-05 20:00:00,2022-12-05 12:04:53,2023-01-24 11:43:16,,,"[""te-10"", ""te10"", ""10"", ""అందం"", ""హరివిల్లు"", ""ఆకాశం"", ""గడ్డి"", ""పచ్చ"", ""కొలను"", ""నది"", ""సూర్యుడు"", ""సీతాకోక చిలుకలు"", ""కొండలు"", ""land"", ""cloud"", ""greengrass"", ""animals"", ""birds"", ""hill"", ""lake"", ""river"", ""rainbow""]",0,AcySAmSQu7Q,"సాధారణంగా ఉండే భూమి ఎలా తనని తాను అందంగా, రంగులమయంగా మార్చుకుందో చెప్పే కథ   ।",
256,जंबो हाथी,<p><br></p>,storie_image/nN8DaSh2n1oD3i3DceryKaGgcgBh0kk9gF10eM9J.jpg,778492130,07:14,"[""44""]",7,0,0,2022-12-06 20:00:00,2022-12-06 14:16:05,2023-07-12 05:01:28,,,"[""Elephant"", ""tusk"", ""bananas"", ""forest"", ""village"", ""friend"", ""friendship"", ""lake"", ""water"", ""bucket"", ""home"", ""help"", ""trunk"", ""gift"", ""animal"", ""हाथी"", ""खांग"", ""सूंड"", ""केले"", ""जंगल"", ""गांव"", ""दोस्त"", ""तालाब"", ""दोस्ती"", ""पानी"", ""बाल्टी"", ""घर"", ""मदद"", ""सहायता"", ""तोहफ़ा""]",0,QmFVKTYASXc,"जंबो हाथी के बड़े शरीर से भी बड़ा उसका दिल। जब एक नन्हे दोस्त को ज़रूरत आ पड़ी, तो दिल से दोस्ती निभाई जंबो ने।",
257,പോം പോം പഠിച്ച പാഠം.,<p><br></p>,storie_image/LgYCTJ0WicC4Ao9AlXXtX5f71nFMnqWB2Vxjmg4w.jpg,778865218,08:11,"[""32"",""36""]",5,1,0,2022-12-07 20:00:00,2022-12-07 13:59:41,2023-08-30 07:11:43,,,"[""car"", ""cycle"", ""pom pom"", ""horn"", ""ML-83"", ""ML 83"", ""83"", ""train"", ""theevandi"", ""road"", ""light"", ""vehicles"", ""transport"", ""vahanam"", ""speed"", ""motor"", ""slow"", ""two wheeler"", ""tringan""]",0,BQ-RNJ9OO_M,താനാണ് ഏറ്റവും വലിയ വേഗക്കാരൻ എന്ന് ധരിച്ചിരുന്ന അഹങ്കാരിയായ പോം പോം കാർ പാഠം പഠിച്ച കഥ.,
258,जंबो हाथी,<p><br></p>,storie_image/a5vzLF0S5ZITCR4cxZEALiDprnby3d0oUx3W6Evf.jpg,778866916,07:15,"[""42""]",7,1,0,2022-12-07 20:00:00,2022-12-07 14:04:20,2023-05-27 04:57:43,,,"[""hn-02"", ""hn02"", ""02"", ""hn-2"", ""hn2"", ""2"", ""Elephant"", ""tusk"", ""bananas"", ""forest"", ""village"", ""friend"", ""friendship"", ""lake"", ""water"", ""bucket"", ""home"", ""help"", ""trunk"", ""gift   हाथी"", ""खांग"", ""सूंड"", ""केले"", ""जंगल"", ""गांव"", ""दोस्त"", ""तालाब"", ""दोस्ती"", ""पानी"", ""बाल्टी"", ""घर"", ""मदद"", ""सहा""]",0,QmFVKTYASXc,"जंबो हाथी के बड़े शरीर से भी बड़ा उसका दिल। जब एक नन्हे दोस्त को ज़रूरत आ पड़ी, तो दिल से दोस्ती निभाई जंबो ने।",
259,Chicken Little,<p><br></p>,storie_image/xP6HUUJnGBsu3fLi6tss7qPqtVrkwQh9v9kHrxK9.jpg,779179861,08:31,"[""38""]",1,1,0,2022-12-08 20:00:00,2022-12-08 12:18:16,2023-03-31 01:14:35,,,"[""Keywords: chicken"", ""little"", ""sky"", ""nut"", ""squirrel"", ""tree"", ""garden"", ""animals"", ""kind"", ""duck"", ""cock"", ""goose"", ""fell"", ""head"", ""palace"", ""kingbirds"", ""en-15"", ""en15"", ""15""]",0,K2qootzvLKo,"Chicken little had a nut fall on her head. She was under the impression that the sky was
falling down and dashed to inform her friends. When they learnt the truth about what had happened,they 
felt  foolish for believing chicken little.Hence, it is important that we think wisely before concluding to 
something impulsively,and also never accept or follow what others say blindly.",
260,Football Moon,<p></p><h5><br></h5><p></p>,storie_image/eMEtshr474IrJuKohZTLKijiaI7pe1CLqsVD76Qo.jpg,779594091,10:21,"[""39""]",1,1,0,2022-12-10 20:00:00,2022-12-09 12:49:54,2023-08-09 08:11:04,,,"[""football"", ""animal"", ""forest"", ""jungle"", ""worldcup"", ""uncle moon"", ""stars"", ""Kristiana"", ""player"", ""game"", ""goal"", ""ball"", ""whistle""]",0,qnVn7FmE_Dw,"FIFA fever has spread even to the forests and the animals are having a nail biting final 
match. But when they get in trouble Uncle moon comes to the rescue.",
261,नन्ही चिड़िया,<p><br></p>,storie_image/R6O6rPgtxTcjoV7H5PQqPGt5luOofA6UKHqQBrZn.jpg,779613338,08:59,"[""42"",""44""]",7,1,0,2022-12-10 20:00:00,2022-12-09 13:48:01,2023-07-04 11:16:26,,,"[""Sparrow"", ""bird"", ""help"", ""tree"", ""wing"", ""hurt"", ""fly"", ""sky"", ""banyan"", ""river"", ""branch"", ""kindness"", ""kind चिड़िया"", ""पक्षी"", ""पेड़"", ""पंख"", ""चोट"", ""उड़ना"", ""बरगद"", ""नदी"", ""शाखा"", ""भलाई"", ""मदद"", ""प्यार"", ""HN03"", ""HN-03"", ""03"", ""3""]",0,JXQasQL-oJ4,छोटी सी चिड़िया रानी को बड़ी सी मुश्किल ने आ घेरा तो मदद मिली एक अनोखे रक्षक से,
262,അമ്പിളി അമ്മാവനും ഫുട്‌ബോളും,<p><br></p>,storie_image/9SFszeI5eyFjuLwXhXIVOfnPFcbs40Q3qhdXUY2J.jpg,779926796,08:51,"[""35""]",5,1,0,2022-12-11 20:00:00,2022-12-10 17:01:56,2023-01-24 11:39:29,,,"[""animals"", ""mrigangal"", ""soccer"", ""football"", ""christiyaana"", ""elephant"", ""football world cup"", ""team"", ""lokakappu"", ""moon"", ""match"", ""malsaram"", ""ground"", ""forest"", ""jungle"", ""kaadu"", ""goal""]",0,yQ1LYaj0OjM,കാട്ടിൽ നടക്കുന്ന ഫുട്ബോൾ മത്സരത്തിൻ്റെ കഥ. ക്രിസ്റ്റിയാന എന്ന ആനക്കുട്ടിയുടെ ടീം ആണ് മത്സരത്തിൽ വിജയിക്കുന്നത്. അമ്പിളിയമ്മാവനും പങ്കെടുക്കുന്നു.,
263,Two Friends And The Bear,<p><br></p>,storie_image/7onF3uAcNAM4OQSc0Z5RTC4sLnI5UuHBncRVPnxs.jpg,780272792,09:27,"[""38""]",1,1,0,2022-12-12 20:00:00,2022-12-12 07:58:36,2023-07-04 11:09:52,,,"[""bear"", ""friends"", ""best"", ""forest"", ""deep"", ""scared"", ""help"", ""need"", ""animal"", ""tree"", ""EN-17"", ""EN17"", ""17""]",0,Rt2nzjuP4_Y,"The story is about two friends who failed to keep the promise in staying together when 
they got into trouble on their journey through a forest.",
