id,story_id,comment,user_id,comment_id,at_user_id,created_at,updated_at,image
7137,479,"",11002,,,2023-03-27 13:33:50,2023-03-27 13:33:50,comment_image/eovBB0YgynAegdcDi7cQQo9q3Bjjmn0k5Rv9MmaG.jpg
7138,482,videos not working,10952,,,2023-03-27 13:42:09,2023-03-27 13:42:09,
7139,514,"",5194,,,2023-03-27 14:19:34,2023-03-27 14:19:34,comment_image/je08CWuDNUPbJ91qoZOuDOozPm21Mxsjiz41YDMV.jpg
7140,211,peacock 🦚🦚🦚,5610,,,2023-03-27 14:43:27,2023-03-27 14:43:27,
7141,211,cuckoo,5610,,,2023-03-27 14:48:33,2023-03-27 14:48:33,
7142,519,good night lala,7573,,,2023-03-27 15:31:30,2023-03-27 15:31:30,
7143,392,thank you lala,8133,,,2023-03-27 15:33:18,2023-03-27 15:33:18,
7144,520,"Good night Lala I love you Lala soooooooooo much Lala I love your storys very very very very much ❤️ Why is Lala story new app today,??☺️😘🤩🥺🥺🥺🪑😴😌💕💓🤗💃🧚🪑🙂😄",672,,,2023-03-27 15:33:39,2023-03-27 15:33:39,
7145,519,❤️❤️❤️,5670,,,2023-03-27 15:34:59,2023-03-27 15:34:59,
7146,519,I love very much Kaka👍👍😴😴,10697,,,2023-03-27 15:36:09,2023-03-27 15:36:09,
7147,240,😍😍😍😍😍🤩🤩🤩🤩🤩😀,10878,,,2023-03-27 15:36:57,2023-03-27 15:36:57,
7148,503,🌈😍🤩,10878,,,2023-03-27 15:40:45,2023-03-27 15:40:45,
7149,510,Thankyou lala,3332,,,2023-03-27 15:48:38,2023-03-27 15:48:38,
7151,519,good night lala❤,8097,,,2023-03-27 16:00:00,2023-03-27 16:00:00,
7152,519,Lala it was nice story lala Why is Lala story new app today,672,,,2023-03-27 16:02:25,2023-03-27 16:02:25,
7153,514,"",672,,,2023-03-27 16:05:31,2023-03-27 16:05:31,comment_image/qB0kEHBkJNKI3q18MMz4FcVxCQuxX1BsuICv39dQ.jpg
7154,511,good night Lala❤️,9054,,,2023-03-27 16:11:53,2023-03-27 16:11:53,
7155,519,"Thank you. A small bug fix. If a new user face logon issue, now we can give support from our website.",0,7152,672,2023-03-27 16:37:14,2023-03-27 16:37:14,
7156,519,Do u like our new design?,0,7152,672,2023-03-27 16:37:31,2023-03-27 16:37:31,
7157,512,hi lala,11179,,,2023-03-27 16:37:31,2023-03-27 16:37:31,
7158,519,Good night Janaki..,0,7151,8097,2023-03-27 16:37:54,2023-03-27 16:37:54,
7159,519,Good night Niya,0,7146,10697,2023-03-27 16:38:12,2023-03-27 16:38:12,
7160,519,❤❤,0,7145,5670,2023-03-27 16:38:24,2023-03-27 16:38:24,
7161,514,👍🏻👍🏻👍🏻👍🏻 supar lala.. gud ngt,5099,,,2023-03-27 16:38:29,2023-03-27 16:38:29,
7162,519,Good night Manha,0,7142,7573,2023-03-27 16:38:43,2023-03-27 16:38:43,
7163,519,Love you Siya..,0,7132,10782,2023-03-27 16:38:55,2023-03-27 16:38:55,
7164,514,"Wow, Very good Niya.. Thank you so much",0,7136,10697,2023-03-27 16:40:13,2023-03-27 16:40:13,
7165,514,"Vedha, Thank you❤❤🌹🌹. Nice drawing",0,7139,5194,2023-03-27 16:40:39,2023-03-27 16:40:39,
7166,514,"Inika, very good. Thank you❤🌹",0,7153,672,2023-03-27 16:41:00,2023-03-27 16:41:00,
7167,514,"Ihsan, thank you",0,7161,5099,2023-03-27 16:41:15,2023-03-27 16:41:15,
7168,512,Very good Swara.. Thank you❤❤,0,7127,6724,2023-03-27 16:42:12,2023-03-27 16:42:12,
7169,512,Thank you Sourav..,0,7128,6725,2023-03-27 16:42:32,2023-03-27 16:42:32,
7170,512,Hello Isabel,0,7157,11179,2023-03-27 16:43:17,2023-03-27 16:43:17,
7171,511,Good night Pathmatheertha,0,7154,9054,2023-03-27 16:43:44,2023-03-27 16:43:44,
7172,510,Welcome Harshitha..,0,7149,3332,2023-03-27 16:44:31,2023-03-27 16:44:31,
7173,505,Very good Ayaan..,0,7129,6432,2023-03-27 16:45:06,2023-03-27 16:45:06,
7174,503,❤❤❤,0,7125,10813,2023-03-27 16:45:35,2023-03-27 16:45:35,
7175,503,Very good Ayaan..,0,7133,6432,2023-03-27 16:45:53,2023-03-27 16:45:53,
7176,503,❤❤,0,7148,10878,2023-03-27 16:46:02,2023-03-27 16:46:02,
7177,519,Gd night lala🥰🥰,10807,,,2023-03-27 16:46:08,2023-03-27 16:46:08,
7178,211,Very good,0,7140,5610,2023-03-27 16:46:49,2023-03-27 16:46:49,
7179,211,Very good,0,7141,5610,2023-03-27 16:46:57,2023-03-27 16:46:57,
7180,237,❤❤,0,7134,11049,2023-03-27 16:47:23,2023-03-27 16:47:23,
7181,237,❤❤,0,7135,11049,2023-03-27 16:47:30,2023-03-27 16:47:30,
7182,240,❤❤,0,7147,10878,2023-03-27 16:47:48,2023-03-27 16:47:48,
7183,268,Good night Amy. Welcome,0,7107,994,2023-03-27 16:48:12,2023-03-27 16:48:12,
7184,509,good night lala😍😍,1729,,,2023-03-27 16:50:44,2023-03-27 16:50:44,
7185,287,"Wow, great👏👏👏😊😊. Thank you",0,7126,10755,2023-03-27 16:51:57,2023-03-27 16:51:57,
7186,392,Welcome Jahnavi..,0,7143,8133,2023-03-27 16:52:25,2023-03-27 16:52:25,
7187,416,Love you Siya.. Thank you❤,0,7130,10782,2023-03-27 16:52:52,2023-03-27 16:52:52,
7188,457,Hello Ayaan..,0,7131,6432,2023-03-27 16:53:12,2023-03-27 16:53:12,
7189,519,Good night Kenza..,0,7177,10807,2023-03-27 16:53:49,2023-03-27 16:53:49,
7190,509,Good night Anwith..,0,7184,1729,2023-03-27 16:54:16,2023-03-27 16:54:16,
7191,512,love you lala 🥰😘,500,,,2023-03-27 17:00:38,2023-03-27 17:00:38,
7192,519,good night Lala,4422,,,2023-03-27 17:01:58,2023-03-27 17:01:58,
7193,519,💗💗💗💗💗,529,,,2023-03-27 17:02:52,2023-03-27 17:02:52,
7194,184,🌞 SUN,7099,,,2023-03-27 17:03:15,2023-03-27 17:03:15,
7195,475,"we can make oxygen by tree, we can eat fruits and vegetables, we can make furniture, we can make paper",11245,,,2023-03-27 17:08:49,2023-03-27 17:08:49,
7196,519,Lala it was a  nice story❤️,4422,,,2023-03-27 17:13:15,2023-03-27 17:13:15,
7197,501,super goodnight story,7765,,,2023-03-27 17:14:51,2023-03-27 17:14:51,
7198,257,Lala super story...i am going to 😴,4422,,,2023-03-27 17:15:18,2023-03-27 17:15:18,
7199,519,💓💓💓,10220,,,2023-03-27 17:18:12,2023-03-27 17:18:12,
7200,236,good night lala,11158,,,2023-03-27 17:19:04,2023-03-27 17:19:04,
7201,501,goodnight lala stories,7765,,,2023-03-27 17:19:08,2023-03-27 17:19:08,
7202,236,thanks 👍,11158,,,2023-03-27 17:19:14,2023-03-27 17:19:14,
7203,501,love you 💓💓💓💓💓💓💓💓💓💓,7765,,,2023-03-27 17:19:34,2023-03-27 17:19:34,
7204,512,GOOD NIGHT LALA🌹😍😘,7254,,,2023-03-27 17:19:42,2023-03-27 17:19:42,
7205,170,love ❤️❤️❤️❤️❤️you 💞 soo much,7099,,,2023-03-27 17:20:19,2023-03-27 17:20:19,
7206,519,"Good story, like ❤️",7781,,,2023-03-27 17:21:27,2023-03-27 17:21:27,
7207,510,love you lala,7765,,,2023-03-27 17:23:21,2023-03-27 17:23:21,
7208,510,goodnight lala,7765,,,2023-03-27 17:23:40,2023-03-27 17:23:40,
7209,514,Good night. LaLa🥰❤️,7781,,,2023-03-27 17:24:26,2023-03-27 17:24:26,
7210,510,nice stories,7765,,,2023-03-27 17:24:50,2023-03-27 17:24:50,
7211,510,love you soooooooooooooooooooooooooooooooooooo much♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️😀😀😀😚😚😚😚😚😚😚😚😚😚😍😍🤩🥰🥰😅🥰🥰😍😍😍😍,7765,,,2023-03-27 17:25:53,2023-03-27 17:25:53,
7212,496,Good night. Lala😘💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💖💖💖💖💖💖💖,7062,,,2023-03-27 17:26:41,2023-03-27 17:26:41,
7213,476,good night 🌉 Lala ❤️😚,9521,,,2023-03-27 17:27:47,2023-03-27 17:27:47,
7214,170,Love you too Abhi..,0,7205,7099,2023-03-27 17:30:07,2023-03-27 17:30:07,
7215,184,Very good..,0,7194,7099,2023-03-27 17:30:36,2023-03-27 17:30:36,
7216,236,Good Night Kashi..,0,7200,11158,2023-03-27 17:31:39,2023-03-27 17:31:39,
7217,236,Welcome..,0,7202,11158,2023-03-27 17:31:49,2023-03-27 17:31:49,
7218,475,Very good.,0,7195,11245,2023-03-27 17:33:50,2023-03-27 17:33:50,
7219,496,l love you Lala 💗💗💗💗💗💗💗💗💗💕💕💕💕💕💕💕💕💛💛💞💞💞💞💞❤💛💚💙💜,529,,,2023-03-27 17:34:08,2023-03-27 17:34:08,
7220,470,Love you😘😘❤,0,7112,616,2023-03-27 17:34:12,2023-03-27 17:34:12,
7221,257,Thank you❤🌹🌹 Vihaan..,0,7198,4422,2023-03-27 17:34:37,2023-03-27 17:34:37,
7222,519,Good night Vihaan..,0,7192,4422,2023-03-27 17:36:21,2023-03-27 17:36:21,
7223,519,❤❤❤,0,7193,529,2023-03-27 17:36:30,2023-03-27 17:36:30,
7224,483,hi,9364,,,2023-03-27 17:36:46,2023-03-27 17:36:46,
7225,519,Thank you Vihaan..,0,7196,4422,2023-03-27 17:36:54,2023-03-27 17:36:54,
7226,519,❤❤❤,0,7199,10220,2023-03-27 17:37:06,2023-03-27 17:37:06,
7227,519,Good night Riya..,0,7206,7781,2023-03-27 17:37:20,2023-03-27 17:37:20,
7228,514,Good night Riya.. ❤,0,7209,7781,2023-03-27 17:37:56,2023-03-27 17:37:56,
7229,512,Good night Afya..,0,7204,7254,2023-03-27 17:38:22,2023-03-27 17:38:22,
7230,476,Good night Ifrah..,0,7213,9521,2023-03-27 17:39:11,2023-03-27 17:39:11,
7231,478,Good night IFRAH.. Hello Hizin..,0,7123,9521,2023-03-27 17:40:40,2023-03-27 17:40:40,
7232,479,Good night Adidev...,0,7137,11002,2023-03-27 17:41:04,2023-03-27 17:41:04,
7233,510,Love you Hathim..,0,7211,7765,2023-03-27 17:41:43,2023-03-27 17:41:43,
7234,519,Good night lala😘😘,10951,,,2023-03-27 17:41:49,2023-03-27 17:41:49,
7235,501,Good night Hathim...,0,7197,7765,2023-03-27 17:43:07,2023-03-27 17:43:07,
7236,501,Good night Hathim..,0,7201,7765,2023-03-27 17:43:32,2023-03-27 17:43:32,
7237,501,Love you❤😘🤟🤟,0,7203,7765,2023-03-27 17:43:46,2023-03-27 17:43:46,
7238,498,lala it's cartoon 🤣🤣🤣🤣🤣,476,,,2023-03-27 17:44:04,2023-03-27 17:44:04,
7239,519,Good night Essa..,0,7234,10951,2023-03-27 17:44:30,2023-03-27 17:44:30,
7240,496,❤❤❤❤,0,7124,7165,2023-03-27 17:44:53,2023-03-27 17:44:53,
7241,496,Good night.. ❤❤❤❤,0,7212,7062,2023-03-27 17:45:14,2023-03-27 17:45:14,
7242,496,Love you Tanvi..💕❤❤💖💖,0,7219,529,2023-03-27 17:45:51,2023-03-27 17:45:51,
7243,483,Hello,0,7224,9364,2023-03-27 17:46:11,2023-03-27 17:46:11,
7244,482,It is an audio based app.,0,7138,10952,2023-03-27 17:46:50,2023-03-27 17:46:50,
7245,470,good night. lala,8902,,,2023-03-27 17:59:17,2023-03-27 17:59:17,
7246,519,nice  story  lalaaa,9487,,,2023-03-27 18:12:01,2023-03-27 18:12:01,
7247,519,gn 💞 lala,9080,,,2023-03-27 18:20:01,2023-03-27 18:20:01,
7248,519,💓💓💓💓💓❤❤❤❤❤❤❤❤🥰🥰🥰🥰🥰😍😍😍😍😴😴😴💐💐💐,2242,,,2023-03-27 18:23:06,2023-03-27 18:23:06,
7249,499,you are the best ❤️❤️😘😘,6731,,,2023-03-27 18:32:19,2023-03-27 18:32:19,
7250,519,Good night  Lala ❤️❤️❤️❤️❤️❤️❤️❤️❤️,5448,,,2023-03-27 18:41:04,2023-03-27 18:41:04,
7251,519,Good night Lala ❤️,4660,,,2023-03-27 19:21:19,2023-03-27 19:21:19,
7252,240,Rana Fathima,10471,,,2023-03-27 23:41:23,2023-03-27 23:41:23,
7253,416,I Love your lala kids,10471,,,2023-03-27 23:46:14,2023-03-27 23:46:14,
7254,519,Yes 👍,672,7152,0,2023-03-28 01:59:25,2023-03-28 01:59:25,
7255,251,spider🕸️🕸️🕷️🕸️🕸️,10782,,,2023-03-28 05:07:07,2023-03-28 05:07:07,
7256,514,"",7109,,,2023-03-28 06:20:32,2023-03-28 06:20:32,comment_image/RpQy388qE0daJTmqcBcSp1Szufp22ZBIgyI9qHEO.jpg
7257,336,NOVI,5103,,,2023-03-28 06:31:41,2023-03-28 06:31:41,
7258,478,"",11203,,,2023-03-28 06:40:27,2023-03-28 06:40:27,comment_image/693plUjDLZqWoYR90WifgPdseNDLkfNn7Owblx4r.jpg
7259,478,My name is Dhwani and Iam your biggest fan❤️❤️❤️,11203,,,2023-03-28 06:43:39,2023-03-28 06:43:39,
7260,307,"",11203,,,2023-03-28 06:48:04,2023-03-28 06:48:04,comment_image/q4EUC1BYkn6eFBR7cP18uzX7GiUqqP6zdT9jwMwe.jpg
7261,307,I love you Lala😘😘😘,11203,,,2023-03-28 06:49:54,2023-03-28 06:49:54,
7262,236,thanks lala,9305,,,2023-03-28 09:30:53,2023-03-28 09:30:53,
7263,514,"",9703,,,2023-03-28 09:37:44,2023-03-28 09:37:44,comment_image/ZVN3h6DGpm8ouRdvxcryLYjKdeVZb8k6bDfX4gda.jpg
7264,470,Hii laala🥰🥰,10953,,,2023-03-28 09:41:39,2023-03-28 09:41:39,
7265,220,love you 💞💝😘 LALA 💗🤩,7099,,,2023-03-28 10:11:12,2023-03-28 10:11:12,
7266,188,spider,10782,,,2023-03-28 10:31:14,2023-03-28 10:31:14,
7267,519,"",10697,,,2023-03-28 10:31:56,2023-03-28 10:31:56,comment_image/E0WE9grkIRgxmSjIu2gU6eeZhNad98i4I7ixm6uy.jpg
7268,509,good story lala ♥️♥️♥️♥️♥️♥️♥️♥️♥️👍👍👍👍👍🥰🥰🥰🥰,10782,,,2023-03-28 10:55:13,2023-03-28 10:55:13,
7269,343,"",726,,,2023-03-28 11:07:29,2023-03-28 11:07:29,comment_image/fnnHKVJJs2evzVozrCVgjzAn7y6SW8wD5BWJXWdV.jpg
7270,188,spider,11328,,,2023-03-28 13:34:46,2023-03-28 13:34:46,
7271,519,"",672,,,2023-03-28 13:59:04,2023-03-28 13:59:04,comment_image/PuToiJPUUipjdPcr72cu42BX9MdIjoiigJVVcQnj.jpg
7272,519,"7 year old and CLASS,-2 Inika Joju",672,7271,672,2023-03-28 14:03:27,2023-03-28 14:03:27,
7273,519,"",9056,,,2023-03-28 14:08:23,2023-03-28 14:08:23,comment_image/SIUL0Z27wLdVjOmH7YMiUMvPOQ33715jeNlGTQFF.jpg
7274,482,good night lala sweet dreams,11347,,,2023-03-28 14:31:03,2023-03-28 14:31:03,
7275,522,Good night 🌇🌉 How a nice story lala Iam soooooooooo sleepy😌👏😙👏👏👏🥺🥺🥺👏,672,,,2023-03-28 14:34:18,2023-03-28 14:34:18,
7276,521,Lala why are you don't giving us to draw in English stories good night Lala,672,,,2023-03-28 14:37:11,2023-03-28 14:37:11,
7277,513,butterfly 🦋✨🦋,672,,,2023-03-28 14:42:07,2023-03-28 14:42:07,
7278,503,I am busy  I am ghost I want to scary sorry bye bye lalaaa,11364,,,2023-03-28 14:51:47,2023-03-28 14:51:47,comment_image/BRgRZrUA3eUvPa06GwrpPUu9TlFZMpCXWmi1miqV.jpg
7279,188,Very good,0,7266,10782,2023-03-28 15:36:08,2023-03-28 15:36:08,
7280,188,Very good,0,7270,11328,2023-03-28 15:36:21,2023-03-28 15:36:21,
7281,220,Love you Abhi ❤❤,0,7265,7099,2023-03-28 15:37:12,2023-03-28 15:37:12,
7282,519,good night lala sweet dreams 🦄🦄🦄🦄🦄🦄🦄❤️❤️❤️❤️❤️❤️❤️🐼🐼🐼🐼🐼🐼🐼🌈🌈🌈🌈🌈🌈🌈,589,,,2023-03-28 15:37:22,2023-03-28 15:37:22,
7283,236,Welcome🎉,0,7262,9305,2023-03-28 15:37:58,2023-03-28 15:37:58,
7284,240,❤❤,0,7252,10471,2023-03-28 15:38:31,2023-03-28 15:38:31,
7285,251,Very good,0,7255,10782,2023-03-28 15:39:06,2023-03-28 15:39:06,
7286,307,"Dhwani kutty, super. Thank you❤🌹",0,7260,11203,2023-03-28 15:40:03,2023-03-28 15:40:03,
7287,307,Love you Dhwani,0,7261,11203,2023-03-28 15:40:28,2023-03-28 15:40:28,
7288,336,❤❤❤,0,7257,5103,2023-03-28 15:41:03,2023-03-28 15:41:03,
7289,478,Thank you so much Dhwani.. Nice drawing,0,7258,11203,2023-03-28 15:43:30,2023-03-28 15:43:30,
7290,478,"Wow, thank you❤🌹🌹🌹",0,7259,11203,2023-03-28 15:43:45,2023-03-28 15:43:45,
7291,470,Good night Aliya...,0,7245,8902,2023-03-28 15:44:27,2023-03-28 15:44:27,
7292,470,Hello Essa,0,7264,10953,2023-03-28 15:44:36,2023-03-28 15:44:36,
7293,416,Love you dear Hana,0,7253,10471,2023-03-28 15:44:55,2023-03-28 15:44:55,
7294,343,"Wow, nice color🎨🎨🎨🎨. Thank❤ you Dhwani",0,7269,726,2023-03-28 15:45:34,2023-03-28 15:45:34,
7295,522,Good night Inika kutty.. Sweet dreams..,0,7275,672,2023-03-28 15:46:43,2023-03-28 15:46:43,
7296,521,Lala will give you..,0,7276,672,2023-03-28 15:47:26,2023-03-28 15:47:26,
7297,519,Good night Daniel..,0,7251,4660,2023-03-28 15:51:30,2023-03-28 15:51:30,
7298,519,"Wow, it is very nice👏❤❤. Thank you Niya",0,7267,10697,2023-03-28 15:52:01,2023-03-28 15:52:01,
7299,519,Thank you for the special gift🎁🎁🎁🎁 Inika kutty.,0,7271,672,2023-03-28 15:52:27,2023-03-28 15:52:27,
7300,519,Sanha.. Great gift for lala. Thank❤ you,0,7273,9056,2023-03-28 15:53:16,2023-03-28 15:53:16,
7301,519,Good night Svasthika..,0,7282,589,2023-03-28 15:53:31,2023-03-28 15:53:31,
7302,440,hello   lala,6460,,,2023-03-28 15:56:18,2023-03-28 15:56:18,
7303,440,rabbits   are    cute,6460,,,2023-03-28 16:02:07,2023-03-28 16:02:07,
7304,440,", 🐰🐰🐰🐰🐰🐰🐰🐰🐹",6460,,,2023-03-28 16:03:54,2023-03-28 16:03:54,
7305,514,Good night Noorul.. Thank you❤,0,7256,7109,2023-03-28 16:12:40,2023-03-28 16:12:40,
7306,514,Good night Muhammed. Thank you❤❤🌹🌹,0,7263,9703,2023-03-28 16:13:21,2023-03-28 16:13:21,
7307,513,Very good..,0,7277,672,2023-03-28 16:13:57,2023-03-28 16:13:57,
7308,509,Good night Siya.. ❤❤,0,7268,10782,2023-03-28 16:14:15,2023-03-28 16:14:15,
7309,522,good night lala.. thank you for the nice story ❤️,4721,,,2023-03-28 16:14:16,2023-03-28 16:14:16,
7310,503,❤❤,0,7278,11364,2023-03-28 16:14:45,2023-03-28 16:14:45,
7311,522,Good night Haiza kutty.. Welcome,0,7309,4721,2023-03-28 16:15:23,2023-03-28 16:15:23,
7312,499,Thank you❤🌹,0,7249,6731,2023-03-28 16:15:41,2023-03-28 16:15:41,
7313,498,❤❤❤,0,7238,476,2023-03-28 16:16:02,2023-03-28 16:16:02,
7314,482,"Good night Mohammed, Sweet sweet dreams😴💭😴💭",0,7274,11347,2023-03-28 16:16:32,2023-03-28 16:16:32,
7315,522,nice story Lala … Thank uuu… gud nyt 😍🥰🥰🥰,4647,,,2023-03-28 16:16:50,2023-03-28 16:16:50,
7316,440,Hello Shefin..,0,7302,6460,2023-03-28 16:16:51,2023-03-28 16:16:51,
7317,440,Yes. ❤❤,0,7303,6460,2023-03-28 16:17:07,2023-03-28 16:17:07,
7318,440,🐇🐰🐇🐰🐇🐰🐇🐰🐇,0,7304,6460,2023-03-28 16:17:25,2023-03-28 16:17:25,
7320,522,Thank you Gaurishankar.. Good night,0,7315,4647,2023-03-28 16:18:10,2023-03-28 16:18:10,
7321,522,good night lala😍🥰🥰🥰🥰,7212,,,2023-03-28 16:20:11,2023-03-28 16:20:11,
7322,522,Good night lala😘,3113,,,2023-03-28 16:38:01,2023-03-28 16:38:01,
7323,521,hai lala,11417,,,2023-03-28 16:46:17,2023-03-28 16:46:17,
7324,522,Good night lala 😘😘,9399,,,2023-03-28 16:46:45,2023-03-28 16:46:45,
7325,522,love   You Lala😘,7912,,,2023-03-28 16:50:13,2023-03-28 16:50:13,
7326,167,good night LALA 💗😙🌚🌆🌃🌃🌃,7099,,,2023-03-28 17:06:40,2023-03-28 17:06:40,
7327,522,", I love  you  lala💋💋💋💋💋💋💋💋💋💋💋💋👍💋👍👍💋💋💋💋💋😘😘😘😘😘😘💋😘😘😘😘😘😘😘😘😘😘😘😘❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹👌👌👌👌👌👌👌👌👌👌👌💞💞💞💞💞💞💞💞💞💞💞💞💞💞🤣🤣🤣🤣🤣🤣🤣🤣😄😄😄😄😄😜😜😜😜😜😜😍😍😍😍😍😍🥰🥰🥰🥰🥰🥰🥰😝😝😝😝😝😝😝😝👏👏👏👏👏👏👏🤩🤩🤩🤩🤩😭😂😂😂😂😊😊😊😊😊😊🙄🙄🙄🤭🤭🤭🤭🤭🤭♥️💕💕💕💕💕😆😆😆😆😀😀😀😀😀😀😃😃😃😃🤗🤗🤗🤣🙃🙃🙃🙃🙃🤐🤐🤐🤐🤐😌😌😌😌",4620,,,2023-03-28 17:21:57,2023-03-28 17:21:57,
7328,514,ഞങ്ങൾ ഇപ്പോഴാ കാണുന്നെ good night lalaa nice story🥰,7657,,,2023-03-28 17:22:22,2023-03-28 17:22:22,
7329,170,thank you lala l love you 😍,7165,,,2023-03-28 17:33:33,2023-03-28 17:33:33,
7330,522,🥰🥰🥰🥰💓💓💓💞💞💞💞💞,10220,,,2023-03-28 17:40:07,2023-03-28 17:40:07,
7331,522,good night Lala love you so much,783,,,2023-03-28 17:42:08,2023-03-28 17:42:08,
7332,522,love you laalaaa😇🥰,6308,,,2023-03-28 17:48:39,2023-03-28 17:48:39,
7333,514,Good night. Lala❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🎊🎊🎊🎊🎊,7137,,,2023-03-28 18:19:19,2023-03-28 18:19:19,
7334,522,Good night Lala Love you 😘,7989,,,2023-03-28 18:39:35,2023-03-28 18:39:35,
7336,352,fghgjubg you de El Paso county,6731,,,2023-03-28 18:44:40,2023-03-28 18:44:40,
7337,449,good night lala,7833,,,2023-03-28 19:10:32,2023-03-28 19:10:32,
7338,522,Good night Delana,0,7321,7212,2023-03-29 01:35:18,2023-03-29 01:35:18,
7339,522,Good night Fathima.. 😘😘😘,0,7324,9399,2023-03-29 01:35:44,2023-03-29 01:35:44,
7340,522,Love you too Kani 😘😘😘,0,7325,7912,2023-03-29 01:36:02,2023-03-29 01:36:02,
7341,522,Love you❤❤ Ananya..,0,7327,4620,2023-03-29 01:36:28,2023-03-29 01:36:28,
7342,522,❤❤❤❤,0,7330,10220,2023-03-29 01:36:38,2023-03-29 01:36:38,
7343,522,good night,7212,,,2023-03-29 01:52:56,2023-03-29 01:52:56,
7344,512,"",9487,,,2023-03-29 03:02:33,2023-03-29 03:02:33,comment_image/3ISGCrqn4EJGjd4wnggnAc9pnBkAF64GxzNnySq3.jpg
7345,510,"",9487,,,2023-03-29 03:05:15,2023-03-29 03:05:15,comment_image/TY9oH5IojJZe9FrhddIraW47mGKfN0w2hRRy4AgS.jpg
7346,505,"",11337,,,2023-03-29 03:13:01,2023-03-29 03:13:01,comment_image/WsyE66NNOrTCENrlTXxHxW5uAA4TXtQm6WH8vOho.jpg
7347,514,🪷🪷🐝🐝🐝😍🤩,11301,,,2023-03-29 03:14:56,2023-03-29 03:14:56,
7348,522,Good night Evin.. Love you😘❤,0,7331,783,2023-03-29 04:55:27,2023-03-29 04:55:27,
7349,522,Love you Athmeeya,0,7332,6308,2023-03-29 04:55:45,2023-03-29 04:55:45,
7350,522,Good night Looth.. Love you❤😘😘,0,7334,7989,2023-03-29 04:56:04,2023-03-29 04:56:04,
7351,522,Good night Delana,0,7343,7212,2023-03-29 04:56:14,2023-03-29 04:56:14,
7352,167,Good night Abhi,0,7326,7099,2023-03-29 04:56:30,2023-03-29 04:56:30,
7353,170,Love you Liba.. ❤❤,0,7329,7165,2023-03-29 04:57:00,2023-03-29 04:57:00,
7354,352,❤,0,7336,6731,2023-03-29 04:57:20,2023-03-29 04:57:20,
7355,521,Hello Niyanna..,0,7323,11417,2023-03-29 04:58:15,2023-03-29 04:58:15,
7356,514,Welcome Fathima..,0,7328,7657,2023-03-29 04:58:53,2023-03-29 04:58:53,
7357,514,Good night Carol..,0,7333,7137,2023-03-29 04:59:10,2023-03-29 04:59:10,
7358,514,🐝🐝🐝🐝🐝,0,7347,11301,2023-03-29 04:59:31,2023-03-29 04:59:31,
7359,512,"Wow, very good❤😘😘😘😘. Thank you❤❤ Vedhika..",0,7344,9487,2023-03-29 05:00:20,2023-03-29 05:00:20,
7360,510,Thank you Vedhika... Nice drawing..,0,7345,9487,2023-03-29 05:01:36,2023-03-29 05:01:36,
7361,505,"Wow, it is very nice 👏❤❤👍. Thank you Keerthi..",0,7346,11337,2023-03-29 05:02:12,2023-03-29 05:02:12,
7362,449,Good night Emin,0,7337,7833,2023-03-29 05:02:32,2023-03-29 05:02:32,
7363,237,Unicorn,7165,,,2023-03-29 05:55:53,2023-03-29 05:55:53,
7364,522,with love... Anirved. 🙂😘,3817,,,2023-03-29 08:03:45,2023-03-29 08:03:45,comment_image/41xX9C5EkMt5yi2iI43TeuSCl2jIFuuoLYsBCBhV.jpg
7365,503,"",11645,,,2023-03-29 08:38:17,2023-03-29 08:38:17,comment_image/lgg5uuK1vws73g1XVsec07VFuFDCgOkdRhHTWsYg.jpg
7366,449,😇😇😇😇😇😇😇😇😇😇😇😙🥰🥰😍🥰🥰😇😇😇🥰😍,7165,,,2023-03-29 10:17:12,2023-03-29 10:17:12,
7367,496,",",11736,,,2023-03-29 11:21:35,2023-03-29 11:21:35,
7368,522,"",459,,,2023-03-29 11:48:42,2023-03-29 11:48:42,comment_image/dQbBrLwz65D8wziDTNfS1kTa1qhWHCNtLyj5GFyo.jpg
7369,519,"",459,,,2023-03-29 11:51:02,2023-03-29 11:51:02,comment_image/kJCdXxdwgUIizub25qdQ4y5SB82Il6UChIayVOc5.jpg
7370,514,"",459,,,2023-03-29 11:52:17,2023-03-29 11:52:17,comment_image/wxesdiKd0pHC1sRj9gF8mGDsILOus1i2hvyuASx5.jpg
7371,512,"",459,,,2023-03-29 11:53:47,2023-03-29 11:53:47,comment_image/CwO0pcWNinFiSayaBEEH1RDmB3ra6Fx76e6gJxOS.jpg
7372,514,🍭🍭🍭,9040,,,2023-03-29 12:29:14,2023-03-29 12:29:14,
7373,522,Thank you Anirved... ❤❤❤❤❤. Love you,0,7364,3817,2023-03-29 12:29:15,2023-03-29 12:29:15,
7374,522,Cool.. Thank you❤❤🌹,0,7368,459,2023-03-29 12:29:31,2023-03-29 12:29:31,
7375,519,Thank you❤🌹❤ Amaya..,0,7369,459,2023-03-29 12:29:51,2023-03-29 12:29:51,
